JavaEETools,0,EclipseIDE,0,RSE,0
EclipseIDE,0,RAP,1,Datatools,1
Mylyn,0,CDT,0,RCP_Platform,0
EclipseIDE,0,EGit,1,CVS,1
JavaEETools,0,EclipseIDE,0,RSE,1
JavaEETools,1,EclipseIDE,0,RSE,0
EclipseIDE,0,RAP,0,Datatools,1
EclipseIDE,0,RAP,1,Datatools,0
MDT,0,BIRT,1,PDE,0
PDE,0,RCP_Platform,0,WebTools,0
EclipseIDE,0,JDT,0,LinuxTools,0
EclipseIDE,0,EGit,0,CVS,0
GMF,1,RAP,0,GEF,0
PDE,1,RCP_Platform,0,WebTools,0
PDE,0,RCP_Platform,0,WebTools,1
JavaEETools,1,EclipseIDE,0,RSE,1
EclipseIDE,0,EGit,0,CVS,1
EclipseIDE,0,EGit,1,CVS,0
Mylyn,1,CDT,0,RCP_Platform,0
Mylyn,0,CDT,1,RCP_Platform,0
Mylyn,1,CDT,1,RCP_Platform,0
BIRT,0,RCP_Platform,0,WebTools,0
EclipseIDE,0,RAP,0,Datatools,0
MDT,1,BIRT,1,PDE,0
EclipseIDE,0,LinuxTools,1,CVS,1
GMF,1,PDE,1,RCP_Platform,0
EclipseIDE,0,LinuxTools,0,CVS,1
EclipseIDE,0,LinuxTools,1,CVS,0
WindowBuilder,1,RCP_Platform,0,Datatools,0
WindowBuilder,0,RCP_Platform,0,Datatools,1
BIRT,1,RCP_Platform,0,WebTools,0
BIRT,0,RCP_Platform,0,WebTools,1
WindowBuilder,0,RCP_Platform,0,Datatools,0
GMF,1,RCP_Platform,0,XMLTools,1
EclipseIDE,0,GMF,0,EMF,0
EclipseIDE,0,LinuxTools,0,CVS,0
WindowBuilder,1,RCP_Platform,0,Datatools,1
GMF,1,PDE,0,RCP_Platform,0
GMF,0,PDE,1,RCP_Platform,0
BIRT,1,RCP_Platform,0,WebTools,1
PDE,1,RCP_Platform,0,WebTools,1
EclipseIDE,0,EclipseLink,0,CVS,1
EclipseIDE,0,EclipseLink,1,CVS,0
PTP,1,RCP_Platform,0,XMLTools,0
PTP,0,RCP_Platform,0,XMLTools,1
BIRT,1,EGit,1,JDT,0
GMF,0,RCP_Platform,0,XMLTools,0
PTP,1,RCP_Platform,0,XMLTools,1
RSE,1,RCP_Platform,0,Datatools,0
RSE,0,RCP_Platform,0,Datatools,1
EclipseIDE,0,EclipseLink,1,CVS,1
RSE,0,RCP_Platform,0,Datatools,0
BIRT,1,EGit,0,JDT,0
GMF,1,RCP_Platform,0,XMLTools,0
GMF,0,RCP_Platform,0,XMLTools,1
EclipseLink,1,CVS,0,RCP_Platform,0
EclipseLink,0,CVS,1,RCP_Platform,0
EclipseIDE,0,PDE,1,CVS,1
EclipseIDE,0,EclipseLink,0,RCP_Platform,0
EclipseIDE,0,EclipseLink,0,RCP_Platform,1
EclipseIDE,0,EclipseLink,1,RCP_Platform,0
EclipseIDE,1,EclipseLink,0,RCP_Platform,0
EclipseIDE,0,PDE,0,CVS,1
EclipseIDE,0,PDE,1,CVS,0
EclipseIDE,0,Jubula,0,CVS,0
EclipseLink,1,CVS,1,RCP_Platform,0
EclipseIDE,0,Maven,0,GMF,1
EclipseIDE,0,Maven,1,GMF,0
WindowBuilder,1,LinuxTools,0,RCP_Platform,0
WindowBuilder,0,LinuxTools,1,RCP_Platform,0
EclipseIDE,0,PDE,0,CVS,0
EclipseIDE,0,Jubula,1,CVS,1
EclipseIDE,0,GMF,1,EMF,1
EclipseIDE,1,GMF,1,EMF,0
EclipseIDE,0,JDT,0,GEF,0
BIRT,1,GEF,0,CVS,1
JDT,0,Maven,1,EMF,0
EMF,1,RCP_Platform,0,Datatools,0
EMF,0,RCP_Platform,0,Datatools,1
EclipseIDE,0,Jubula,0,CVS,1
EclipseIDE,0,Jubula,1,CVS,0
EclipseIDE,0,Maven,1,GMF,1
EclipseIDE,0,EclipseLink,1,RCP_Platform,1
EclipseIDE,1,EclipseLink,1,RCP_Platform,0
WindowBuilder,1,LinuxTools,1,RCP_Platform,0
EclipseIDE,0,GMF,0,EMF,1
EclipseIDE,0,GMF,1,EMF,0
EclipseIDE,0,Maven,0,GMF,0
BIRT,1,GEF,0,CVS,0
EMF,1,RCP_Platform,0,Datatools,1
EMF,0,RCP_Platform,1,Datatools,1
EclipseLink,0,CVS,0,RCP_Platform,0
JDT,1,Maven,1,EMF,0
JDT,0,Maven,1,EMF,1
EMF,0,RAP,0,RCP_Platform,0
BIRT,1,EclipseLink,0,GEF,0
RSE,0,Scout,0,RCP_Platform,0
WindowBuilder,0,LinuxTools,0,RCP_Platform,0
EclipseIDE,0,Mylyn,0,Scout,0
BIRT,1,EclipseLink,1,GEF,0
EclipseIDE,0,Maven,1,LinuxTools,1
EclipseIDE,0,Maven,0,LinuxTools,1
EclipseIDE,0,Maven,1,LinuxTools,0
EclipseIDE,0,JDT,0,LinuxTools,1
EclipseIDE,0,JDT,1,LinuxTools,0
GMF,1,RAP,1,GEF,0
EclipseIDE,0,Mylyn,1,Scout,0
EclipseIDE,0,Mylyn,0,Scout,1
EclipseIDE,0,Mylyn,1,Scout,1
MDT,1,WindowBuilder,1,EclipseIDE,0
EMF,1,RAP,1,RCP_Platform,0
EclipseIDE,0,Maven,0,LinuxTools,0
EMF,1,RAP,0,RCP_Platform,0
EMF,0,RAP,1,RCP_Platform,0
EclipseIDE,0,JDT,1,LinuxTools,1
GMF,1,EMF,0,CVS,0
RSE,1,Scout,1,RCP_Platform,0
GMF,1,EMF,0,CVS,1
RSE,1,Scout,0,RCP_Platform,0
RSE,0,Scout,1,RCP_Platform,0
MDT,0,WindowBuilder,1,EclipseIDE,0
MDT,1,WindowBuilder,0,EclipseIDE,0
GMF,1,EMF,0,Datatools,1
WindowBuilder,1,Maven,1,RCP_Platform,0
MDT,0,WindowBuilder,0,EclipseIDE,0
GMF,1,EMF,0,Datatools,0
GMF,0,EMF,0,Datatools,1
EclipseIDE,0,CDT,1,Maven,0
EclipseIDE,0,CDT,0,Maven,1
Jubula,0,EMF,0,Datatools,1
EclipseIDE,0,CDT,1,PTP,0
EclipseIDE,0,CDT,0,PTP,1
EclipseIDE,0,CDT,1,PTP,1
EclipseIDE,0,CDT,1,Maven,1
Jubula,1,EMF,0,Datatools,1
EclipseIDE,0,RCP_Platform,0,XMLTools,0
EclipseIDE,0,JDT,0,GMF,0
EclipseIDE,0,JDT,0,GMF,1
EclipseIDE,0,JDT,1,GMF,0
EclipseIDE,1,RCP_Platform,0,XMLTools,0
EclipseIDE,0,RCP_Platform,1,XMLTools,0
EclipseIDE,0,RCP_Platform,0,XMLTools,1
EclipseIDE,1,CVS,0,RCP_Platform,0
EclipseIDE,0,CVS,1,RCP_Platform,0
EclipseIDE,0,CVS,0,RCP_Platform,1
EclipseIDE,1,CVS,1,RCP_Platform,0
EclipseIDE,0,CVS,1,RCP_Platform,1
EclipseIDE,0,JDT,1,GMF,1
EclipseIDE,0,CDT,0,PTP,0
EclipseIDE,0,JDT,0,RSE,0
WindowBuilder,0,Maven,0,RCP_Platform,0
EclipseIDE,0,CVS,0,RCP_Platform,0
WindowBuilder,0,PTP,0,RCP_Platform,0
EclipseIDE,1,RCP_Platform,0,XMLTools,1
EclipseIDE,0,RCP_Platform,1,XMLTools,1
WindowBuilder,1,PTP,0,RCP_Platform,0
WindowBuilder,0,PTP,1,RCP_Platform,0
WindowBuilder,1,Maven,0,RCP_Platform,0
WindowBuilder,0,Maven,1,RCP_Platform,0
WindowBuilder,1,PTP,1,RCP_Platform,0
EclipseIDE,0,EclipseLink,0,CVS,0
EMF,0,Scout,0,Datatools,1
EclipseLink,0,RSE,0,RCP_Platform,0
EclipseLink,1,RSE,0,RCP_Platform,0
EclipseLink,0,RSE,1,RCP_Platform,0
BIRT,1,GEF,0,RCP_Platform,0
BIRT,0,GEF,1,RCP_Platform,0
CDT,1,Scout,0,RCP_Platform,0
CDT,0,Scout,1,RCP_Platform,0
EMF,0,Scout,1,Datatools,1
GMF,1,EMF,0,GEF,0
BIRT,1,PDE,0,CVS,0
BIRT,1,GEF,1,RCP_Platform,0
BIRT,1,GEF,0,RCP_Platform,1
CDT,1,Scout,1,RCP_Platform,0
RSE,1,RCP_Platform,0,Datatools,1
GMF,1,EMF,1,GEF,0
GMF,1,EMF,0,GEF,1
MDT,0,JDT,0,RCP_Platform,0
PDE,0,GEF,0,RCP_Platform,0
BIRT,1,PDE,0,CVS,1
PDE,0,RSE,0,Scout,1
MDT,0,JDT,1,RCP_Platform,0
MDT,1,JDT,0,RCP_Platform,0
PDE,0,RSE,1,Scout,1
PDE,1,GEF,0,RCP_Platform,0
PDE,0,GEF,1,RCP_Platform,0
EclipseLink,1,RSE,1,RCP_Platform,0
EclipseIDE,0,Maven,0,Datatools,1
EclipseIDE,0,Maven,1,Datatools,0
CDT,1,BIRT,0,RCP_Platform,0
CDT,0,BIRT,1,RCP_Platform,0
EclipseIDE,0,EMF,0,Datatools,0
EclipseIDE,0,Maven,0,Datatools,0
CDT,0,BIRT,0,RCP_Platform,0
EclipseIDE,0,Maven,1,Datatools,1
CDT,1,BIRT,1,RCP_Platform,0
EclipseIDE,0,EMF,1,Datatools,1
EclipseIDE,1,EMF,0,Datatools,1
EclipseIDE,0,CDT,0,WebTools,1
EclipseIDE,0,CDT,1,WebTools,0
EclipseIDE,0,CDT,1,WebTools,1
EclipseIDE,0,CDT,0,WebTools,0
EclipseIDE,0,EMF,1,Datatools,0
EclipseIDE,0,EMF,0,Datatools,1
Mylyn,1,EMF,0,Datatools,1
Mylyn,0,EMF,0,Datatools,1
WindowBuilder,1,EGit,1,RCP_Platform,0
WindowBuilder,1,GMF,1,RCP_Platform,0
WindowBuilder,0,BIRT,1,EMF,0
WindowBuilder,1,GMF,0,RCP_Platform,0
WindowBuilder,0,GMF,1,RCP_Platform,0
Mylyn,1,GMF,0,RCP_Platform,0
Mylyn,0,GMF,1,RCP_Platform,0
WindowBuilder,1,BIRT,1,EMF,0
Mylyn,0,GMF,0,RCP_Platform,0
WindowBuilder,0,GMF,0,RCP_Platform,0
Mylyn,1,GMF,1,RCP_Platform,0
GEF,0,RCP_Platform,0,XMLTools,0
BIRT,0,GEF,0,RCP_Platform,0
GEF,1,RCP_Platform,0,XMLTools,0
GEF,0,RCP_Platform,0,XMLTools,1
LinuxTools,1,RCP_Platform,0,Datatools,1
GEF,1,RCP_Platform,0,XMLTools,1
JDT,0,PDE,1,RSE,0
MDT,1,JDT,1,RCP_Platform,0
JDT,0,PDE,1,RSE,1
PDE,1,GEF,1,RCP_Platform,0
MDT,0,EclipseIDE,0,PDE,0
EclipseLink,0,EMF,0,Datatools,1
EclipseIDE,0,Maven,0,GEF,1
EclipseIDE,0,Maven,1,GEF,0
EclipseIDE,0,Maven,1,GEF,1
EGit,1,EMF,0,Datatools,1
EclipseLink,1,EMF,0,Datatools,1
EclipseIDE,0,Maven,0,GEF,0
GMF,1,PDE,0,Scout,1
MDT,1,EclipseIDE,0,PDE,1
JDT,0,Maven,1,RSE,1
EGit,0,EMF,0,Datatools,1
LinuxTools,1,RCP_Platform,0,Datatools,0
LinuxTools,0,RCP_Platform,0,Datatools,1
MDT,0,EclipseIDE,0,PDE,1
MDT,1,EclipseIDE,0,PDE,0
GMF,0,PDE,0,Scout,1
LinuxTools,0,RCP_Platform,0,Datatools,0
WindowBuilder,0,EGit,0,RCP_Platform,0
MDT,1,LinuxTools,1,RCP_Platform,0
JDT,0,Maven,1,Jubula,1
BIRT,1,Maven,1,EMF,0
EclipseIDE,0,Mylyn,1,EGit,0
EclipseIDE,0,Mylyn,0,EGit,1
BIRT,1,Maven,0,EMF,0
BIRT,0,Maven,1,EMF,0
JDT,0,Maven,1,RSE,0
WindowBuilder,1,EGit,0,RCP_Platform,0
WindowBuilder,0,EGit,1,RCP_Platform,0
EclipseIDE,0,Mylyn,1,EGit,1
EclipseIDE,0,BIRT,0,CVS,1
EclipseIDE,0,BIRT,1,CVS,0
EclipseIDE,0,CDT,0,Maven,0
BIRT,1,LinuxTools,0,Datatools,0
MDT,0,LinuxTools,0,RCP_Platform,0
BIRT,1,LinuxTools,1,Datatools,0
EclipseIDE,0,BIRT,0,CVS,0
JDT,0,Maven,1,Jubula,0
MDT,0,LinuxTools,1,RCP_Platform,0
MDT,1,LinuxTools,0,RCP_Platform,0
EclipseIDE,0,GMF,0,PTP,0
JDT,0,RAP,1,Scout,1
EclipseIDE,0,EGit,0,Maven,1
EclipseIDE,0,EGit,1,Maven,0
EGit,0,JDT,0,RCP_Platform,0
JDT,0,RAP,0,RCP_Platform,0
EclipseIDE,0,PDE,0,RCP_Platform,0
EclipseIDE,0,PDE,0,RCP_Platform,1
EclipseIDE,0,PDE,1,RCP_Platform,0
EclipseIDE,1,PDE,0,RCP_Platform,0
Maven,0,RSE,0,RCP_Platform,0
EMF,0,GEF,0,Datatools,1
GMF,1,Jubula,0,GEF,0
EclipseIDE,0,GMF,0,PTP,1
EclipseIDE,0,GMF,1,PTP,0
EclipseIDE,0,BIRT,1,CVS,1
WindowBuilder,1,EclipseIDE,0,WebTools,1
EGit,1,JDT,0,RCP_Platform,0
EGit,0,JDT,1,RCP_Platform,0
JDT,1,RAP,0,RCP_Platform,0
JDT,0,RAP,1,RCP_Platform,0
EclipseIDE,0,GMF,1,PTP,1
JDT,1,RAP,1,RCP_Platform,0
EclipseIDE,0,EGit,0,Maven,0
WindowBuilder,1,EclipseIDE,0,WebTools,0
WindowBuilder,0,EclipseIDE,0,WebTools,1
EclipseIDE,0,CDT,0,JDT,0
WindowBuilder,0,EclipseIDE,0,WebTools,0
EGit,1,JDT,1,RCP_Platform,0
EclipseIDE,0,RAP,0,Scout,1
EclipseIDE,0,RAP,1,Scout,0
EclipseIDE,0,CDT,1,JDT,0
EclipseIDE,0,CDT,0,JDT,1
EclipseIDE,0,RAP,1,Scout,1
EclipseIDE,0,EGit,1,Maven,1
EclipseIDE,0,CDT,1,JDT,1
GMF,1,Jubula,1,GEF,0
JDT,0,RAP,0,Scout,1
EMF,0,GEF,1,Datatools,1
EclipseIDE,0,EMF,0,RSE,0
EclipseIDE,0,RAP,0,Scout,0
EclipseIDE,0,JDT,0,GEF,1
EclipseIDE,0,JDT,1,GEF,0
Maven,1,RSE,1,RCP_Platform,0
EMF,0,RSE,1,Datatools,1
EclipseIDE,0,JDT,1,GEF,1
BIRT,0,EclipseLink,0,RCP_Platform,0
BIRT,1,EMF,0,RSE,0
EMF,0,RSE,0,Datatools,1
BIRT,1,EclipseLink,1,RCP_Platform,0
BIRT,1,EclipseLink,0,RCP_Platform,0
BIRT,0,EclipseLink,1,RCP_Platform,0
EclipseIDE,0,PDE,1,RCP_Platform,1
EclipseIDE,1,PDE,1,RCP_Platform,0
Maven,1,RSE,0,RCP_Platform,0
Maven,0,RSE,1,RCP_Platform,0
EclipseIDE,0,GEF,1,WebTools,1
EclipseIDE,0,Mylyn,0,Maven,0
BIRT,1,GMF,1,RCP_Platform,0
Maven,1,Jubula,1,RCP_Platform,0
Maven,1,Jubula,0,RCP_Platform,0
Maven,0,Jubula,1,RCP_Platform,0
EclipseIDE,0,GEF,0,WebTools,1
EclipseIDE,0,GEF,1,WebTools,0
BIRT,0,GMF,0,RCP_Platform,0
Maven,0,Jubula,0,RCP_Platform,0
Jubula,1,EMF,0,RCP_Platform,0
Jubula,0,EMF,1,RCP_Platform,0
PDE,1,RCP_Platform,0,XMLTools,0
PDE,0,RCP_Platform,0,XMLTools,1
EclipseIDE,0,EMF,1,RSE,1
PDE,0,RCP_Platform,0,XMLTools,0
EclipseIDE,0,EMF,0,RSE,1
EclipseIDE,0,EMF,1,RSE,0
MDT,0,EMF,0,RCP_Platform,0
EclipseIDE,0,GEF,0,WebTools,0
Jubula,1,EMF,1,RCP_Platform,0
MDT,1,EMF,1,RCP_Platform,0
MDT,0,EMF,1,RCP_Platform,0
MDT,1,EMF,0,RCP_Platform,0
BIRT,1,GMF,0,RCP_Platform,0
BIRT,0,GMF,1,RCP_Platform,0
EGit,1,Jubula,0,RCP_Platform,0
EGit,0,Jubula,1,RCP_Platform,0
BIRT,1,EclipseLink,0,PDE,0
WindowBuilder,1,EclipseIDE,0,EclipseLink,1
GMF,1,GEF,0,Scout,1
GMF,1,GEF,0,Scout,0
EclipseIDE,0,CDT,0,XMLTools,1
EclipseIDE,0,CDT,1,XMLTools,0
WindowBuilder,1,EclipseIDE,0,EclipseLink,0
WindowBuilder,0,EclipseIDE,0,EclipseLink,1
EGit,1,Jubula,1,RCP_Platform,0
EclipseIDE,0,CDT,0,XMLTools,0
WindowBuilder,0,EclipseIDE,0,EclipseLink,0
Mylyn,1,BIRT,1,JDT,0
Jubula,0,EMF,0,RCP_Platform,0
Mylyn,0,BIRT,1,JDT,0
EclipseIDE,0,Mylyn,1,Maven,1
EclipseIDE,0,CDT,1,XMLTools,1
BIRT,1,EclipseLink,1,PDE,0
EGit,0,Jubula,0,RCP_Platform,0
EclipseIDE,0,Mylyn,1,Maven,0
EclipseIDE,0,Mylyn,0,Maven,1
JDT,0,Scout,1,Datatools,1
EclipseIDE,0,RSE,0,RAP,1
EclipseIDE,0,RSE,1,RAP,0
EclipseIDE,0,LinuxTools,0,RSE,0
Mylyn,1,RCP_Platform,0,XMLTools,0
Mylyn,0,RCP_Platform,0,XMLTools,1
EclipseIDE,0,RSE,1,Datatools,1
Mylyn,1,RSE,1,RCP_Platform,0
EclipseIDE,0,RSE,0,RAP,0
GMF,1,RSE,0,GEF,0
EclipseIDE,0,LinuxTools,0,RSE,1
EclipseIDE,0,LinuxTools,1,RSE,0
JavaEETools,0,EclipseIDE,0,JDT,0
Mylyn,0,RCP_Platform,0,XMLTools,0
EclipseIDE,0,LinuxTools,1,RSE,1
JDT,1,Scout,1,RCP_Platform,0
JDT,0,Scout,1,RCP_Platform,1
JavaEETools,1,EclipseIDE,0,JDT,1
JDT,1,Jubula,1,RCP_Platform,0
JavaEETools,1,EclipseIDE,0,JDT,0
JavaEETools,0,EclipseIDE,0,JDT,1
JavaEETools,0,JDT,0,Scout,1
WindowBuilder,1,EclipseIDE,0,Jubula,0
WindowBuilder,0,EclipseIDE,0,Jubula,1
JDT,0,Jubula,0,RCP_Platform,0
EclipseIDE,0,RSE,0,Datatools,0
JavaEETools,1,JDT,0,Scout,1
WindowBuilder,1,EclipseIDE,0,Jubula,1
JDT,1,Jubula,0,RCP_Platform,0
JDT,0,Jubula,1,RCP_Platform,0
EclipseIDE,0,RSE,0,Datatools,1
EclipseIDE,0,RSE,1,Datatools,0
Mylyn,0,GEF,0,RCP_Platform,0
EclipseIDE,0,CDT,1,EclipseLink,1
MDT,1,EclipseIDE,0,CVS,1
BIRT,1,JDT,0,Maven,1
BIRT,1,JDT,0,Maven,0
BIRT,0,JDT,0,Maven,1
Mylyn,1,GEF,0,RCP_Platform,0
Mylyn,0,GEF,1,RCP_Platform,0
EclipseLink,1,EMF,0,RCP_Platform,0
EclipseLink,0,EMF,1,RCP_Platform,0
MDT,0,EclipseIDE,0,CVS,1
MDT,1,EclipseIDE,0,CVS,0
EclipseLink,1,EMF,1,RCP_Platform,0
Mylyn,1,GEF,1,RCP_Platform,0
MDT,0,EclipseIDE,0,CVS,0
WindowBuilder,0,EclipseIDE,0,Jubula,0
Mylyn,0,RSE,0,RCP_Platform,0
GMF,1,RSE,1,GEF,0
EclipseIDE,0,RSE,1,RAP,1
EclipseIDE,0,CDT,1,EclipseLink,0
EclipseIDE,0,CDT,0,EclipseLink,1
Mylyn,1,RCP_Platform,0,XMLTools,1
EclipseIDE,0,CDT,0,EclipseLink,0
EclipseLink,0,EMF,0,RCP_Platform,0
Mylyn,1,RSE,0,RCP_Platform,0
Mylyn,0,RSE,1,RCP_Platform,0
CDT,1,PDE,0,Scout,1
JavaEETools,0,CVS,1,RCP_Platform,0
JavaEETools,1,CVS,0,RCP_Platform,0
JavaEETools,0,CVS,0,RCP_Platform,0
CDT,0,PDE,0,Scout,1
EclipseIDE,0,Mylyn,0,Datatools,0
EclipseIDE,0,Mylyn,1,GEF,1
EclipseLink,1,GMF,1,GEF,0
EclipseIDE,0,Mylyn,1,Datatools,0
EclipseIDE,0,Mylyn,0,Datatools,1
WindowBuilder,0,BIRT,1,JDT,0
EclipseIDE,0,Mylyn,1,GEF,0
EclipseIDE,0,Mylyn,0,GEF,1
WindowBuilder,1,BIRT,1,JDT,0
EclipseIDE,0,Mylyn,0,GEF,0
JavaEETools,0,EMF,0,Datatools,1
EclipseIDE,0,EGit,0,XMLTools,1
EclipseIDE,0,EGit,1,XMLTools,0
EclipseIDE,0,Mylyn,1,LinuxTools,0
EclipseIDE,0,Mylyn,0,LinuxTools,1
EclipseIDE,0,Mylyn,0,LinuxTools,0
EclipseIDE,0,PTP,1,CVS,1
EclipseIDE,0,EGit,1,XMLTools,1
MDT,0,JDT,0,Scout,1
EclipseIDE,0,Mylyn,1,LinuxTools,1
Mylyn,0,BIRT,0,RCP_Platform,0
EclipseIDE,0,PTP,0,CVS,0
EclipseIDE,0,PTP,0,CVS,1
EclipseIDE,0,PTP,1,CVS,0
PDE,0,GEF,1,Scout,1
MDT,1,JDT,0,Scout,1
JDT,1,Scout,0,RCP_Platform,0
JDT,0,Scout,1,RCP_Platform,0
EMF,0,WebTools,1,Datatools,1
Mylyn,1,BIRT,0,RCP_Platform,0
Mylyn,0,BIRT,1,RCP_Platform,0
JDT,0,Scout,1,WebTools,0
EclipseIDE,0,BIRT,1,RAP,1
EclipseIDE,0,BIRT,0,RAP,1
EclipseIDE,0,BIRT,1,RAP,0
EMF,0,WebTools,0,Datatools,1
PDE,0,GEF,0,Scout,1
JDT,0,Scout,1,WebTools,1
BIRT,1,EMF,0,RSE,1
Mylyn,1,BIRT,1,RCP_Platform,0
EclipseIDE,0,EGit,0,XMLTools,0
JavaEETools,1,CVS,1,RCP_Platform,0
JDT,0,Scout,0,RCP_Platform,0
EclipseIDE,0,BIRT,0,RAP,0
EGit,1,Maven,1,RCP_Platform,0
EclipseIDE,0,CVS,1,WebTools,0
EclipseIDE,0,CVS,0,WebTools,1
EclipseLink,1,Jubula,1,RCP_Platform,0
EclipseIDE,0,CVS,0,WebTools,0
WindowBuilder,0,PDE,0,RCP_Platform,0
Mylyn,1,LinuxTools,0,RCP_Platform,0
Mylyn,0,LinuxTools,1,RCP_Platform,0
